,mag,effectif,Pays_Cotier
83328.0,2.2,,
83329.0,0.96,,
83330.0,3.1,,
83332.0,0.78,,
83333.0,1.92,,
83334.0,1.9,,
83335.0,1.19,,
83336.0,4.5,,
83337.0,3.3,,
83338.0,1.3,,
83339.0,2.23,,
83342.0,2.0,,
83343.0,1.8,,
83344.0,1.2,,
83345.0,2.36,,
83346.0,0.62,,
83347.0,1.0,,
83348.0,0.34,,
83349.0,0.2,,
83350.0,1.6,,
83352.0,3.6,,
83354.0,0.0,,
83355.0,1.73,,
83356.0,0.54,,
83357.0,2.1,,
83358.0,1.07,,
83359.0,4.5,,
83360.0,0.73,,
83362.0,1.21,,
83363.0,0.85,,
83364.0,1.2,,
83365.0,0.67,,
83366.0,1.5,,
83367.0,0.3,,
83368.0,4.1,,
83369.0,4.2,,
83370.0,3.1,,
83371.0,0.4,,
83372.0,2.0,,
83373.0,1.09,,
83374.0,4.4,,
83375.0,1.63,,
83377.0,3.4,,
83378.0,1.4,,
83380.0,1.3,,
83381.0,4.4,,
83382.0,0.2,,
83383.0,1.4,,
83384.0,0.6,,
83385.0,5.0,,
83386.0,2.3,,
83387.0,0.81,,
83391.0,0.5,,
83392.0,1.1,,
83393.0,0.8,,
83394.0,2.8,,
83395.0,2.8,,
83396.0,0.8,,
83397.0,2.3,,
83398.0,1.31,,
83399.0,2.7,,
83400.0,1.4,,
83401.0,2.5,,
83402.0,0.65,,
83404.0,0.9,,
83405.0,2.3,,
83407.0,1.56,,
83408.0,0.1,,
83409.0,2.2,,
83411.0,1.17,,
83412.0,0.41,,
83413.0,1.3,,
83414.0,0.36,,
83415.0,1.1,,
83416.0,1.11,,
83417.0,1.2,,
83418.0,0.9,,
83419.0,2.22,,
83420.0,0.8,,
83421.0,4.3,,
83422.0,0.6,,
83423.0,2.3,,
83424.0,1.4,,
83425.0,0.77,,
83426.0,1.8,,
83428.0,0.74,,
83430.0,0.63,,
83431.0,2.94,,
83432.0,0.82,,
83433.0,0.7,,
83434.0,0.5,,
83436.0,2.0,,
83438.0,0.56,,
83439.0,1.2,,
83440.0,1.06,,
83441.0,1.8,,
83442.0,1.4,,
83444.0,0.9,,
83445.0,0.25,,
83446.0,1.8,,
83447.0,0.16,,
83449.0,1.72,,
83450.0,2.3,,
83451.0,2.2,,
83452.0,1.1,,
83453.0,5.5,,
83454.0,4.3,,
83455.0,2.0,,
83456.0,0.96,,
83457.0,0.94,,
83458.0,0.53,,
83459.0,1.9,,
83460.0,0.6,,
83461.0,4.4,,
83462.0,1.2,,
83463.0,4.1,,
83464.0,1.4,,
83465.0,1.8,,
83466.0,1.6,,
83467.0,4.6,,
83468.0,4.0,,
83470.0,0.81,,
83471.0,0.9,,
83472.0,1.1,,
83473.0,2.3,,
83474.0,0.91,,
83475.0,1.2,,
83476.0,4.4,,
83477.0,0.5,,
83478.0,0.18,,
83479.0,1.09,,
83480.0,2.3,,
83481.0,4.8,,
83482.0,2.1,,
83483.0,4.3,,
83484.0,0.95,,
83485.0,1.02,,
83486.0,0.93,,
83487.0,1.44,,
83488.0,0.9,,
83489.0,1.2,,
83490.0,4.2,,
83491.0,0.7,,
83492.0,1.33,,
83494.0,2.06,,
83495.0,4.1,,
83496.0,4.0,,
83497.0,1.04,,
83498.0,1.3,,
83499.0,2.32,,
83500.0,3.2,,
83501.0,1.71,,
83502.0,2.7,,
83503.0,1.25,,
83504.0,2.2,,
83505.0,0.6,,
83506.0,0.7,,
83507.0,1.08,,
83508.0,4.4,,
83509.0,0.44,,
83510.0,0.24,,
83511.0,1.9,,
83512.0,4.5,,
83513.0,1.5,,
83514.0,1.1,,
83515.0,0.9,,
83517.0,1.7,,
83518.0,0.37,,
83519.0,0.37,,
83520.0,0.5,,
83521.0,1.3,,
83522.0,2.7,,
83523.0,4.4,,
83524.0,1.8,,
83525.0,0.75,,
83526.0,2.9,,
83527.0,4.5,,
83528.0,1.45,,
83529.0,4.5,,
83530.0,0.31,,
83531.0,0.9,,
83532.0,4.0,,
83533.0,1.9,,
83534.0,4.3,,
83535.0,1.2,,
83536.0,0.7,,
83537.0,2.0,,
83538.0,1.0,,
83539.0,1.1,,
83540.0,1.4,,
83541.0,1.5,,
83542.0,1.4,,
83543.0,0.8,,
83544.0,3.9,,
83545.0,1.6,,
83546.0,2.4,,
83547.0,1.2,,
83548.0,1.3,,
83549.0,2.5,,
83550.0,1.02,,
83551.0,1.7,,
83552.0,2.2,,
83553.0,2.1,,
83554.0,2.0,,
83555.0,4.6,,
83557.0,1.2,,
83558.0,0.3,,
83559.0,1.7,,
83561.0,0.24,,
83562.0,0.36,,
83563.0,2.1,,
83564.0,0.82,,
83565.0,0.7,,
83566.0,1.43,,
83567.0,2.7,,
83568.0,1.35,,
83569.0,0.76,,
83570.0,4.5,,
83572.0,1.5,,
83573.0,1.3,,
83574.0,4.3,,
83575.0,1.6,,
83576.0,4.2,,
83577.0,4.2,,
83578.0,2.51,,
83579.0,0.88,,
83580.0,2.1,,
83581.0,2.4,,
83582.0,1.2,,
83583.0,0.6,,
83584.0,2.0,,
83585.0,0.6,,
83587.0,1.2,,
83589.0,0.5,,
83590.0,0.82,,
83591.0,1.7,,
83592.0,0.47,,
83594.0,1.6,,
83595.0,0.2,,
83597.0,1.22,,
83598.0,0.6,,
83599.0,0.3,,
83601.0,1.0,,
83602.0,2.8,,
83603.0,0.6,,
83604.0,4.2,,
83605.0,2.3,,
83606.0,1.43,,
83607.0,2.0,,
83608.0,0.78,,
83609.0,0.68,,
83610.0,0.9,,
83611.0,0.96,,
83612.0,0.6,,
83613.0,4.9,,
83614.0,0.66,,
83615.0,0.24,,
83617.0,2.5,,
83618.0,4.6,,
83619.0,2.8,,
83620.0,0.86,,
83621.0,4.8,,
83622.0,1.7,,
83623.0,1.47,,
83624.0,0.55,,
83625.0,3.5,,
83626.0,0.9,,
83627.0,1.7,,
83628.0,0.9,,
83629.0,2.9,,
83630.0,0.86,,
83631.0,1.05,,
83633.0,2.1,,
83634.0,1.71,,
83635.0,0.7,,
83636.0,0.69,,
83637.0,0.89,,
83639.0,1.76,,
83640.0,1.7,,
83641.0,0.51,,
83644.0,1.6,,
83645.0,1.99,,
83646.0,2.53,,
83647.0,5.0,,
83648.0,4.2,,
83649.0,1.67,,
83650.0,1.5,,
83651.0,0.4,,
83653.0,4.1,,
83654.0,2.6,,
83655.0,4.2,,
83656.0,0.38,,
83657.0,5.2,,
83658.0,2.8,,
83659.0,0.7,,
83660.0,1.1,,
83661.0,4.4,,
83662.0,0.8,,
83663.0,0.1,,
83664.0,4.0,,
83665.0,1.5,,
83666.0,0.2,,
83667.0,1.1,,
83668.0,2.8,,
83669.0,1.1,,
83670.0,2.4,,
83671.0,4.2,,
83672.0,1.58,,
83673.0,2.1,,
83674.0,0.91,,
83675.0,1.2,,
83676.0,1.8,,
83678.0,1.14,,
83679.0,1.36,,
83680.0,1.8,,
83681.0,5.2,,
83682.0,1.55,,
83683.0,0.91,,
83684.0,1.22,,
83685.0,1.81,,
83686.0,4.1,,
83687.0,1.0,,
83690.0,4.2,,
83691.0,2.57,,
83692.0,1.1,,
83693.0,4.2,,
83694.0,0.5,,
83695.0,1.33,,
83696.0,2.1,,
83697.0,0.5,,
83698.0,0.8,,
83699.0,0.53,,
83700.0,2.1,,
83701.0,1.3,,
83702.0,2.6,,
83703.0,5.0,,
83704.0,1.1,,
83706.0,1.4,,
83707.0,1.5,,
83708.0,3.1,,
83710.0,1.62,,
83711.0,2.7,,
83712.0,0.47,,
83713.0,1.8,,
83714.0,1.6,,
83715.0,1.1,,
83717.0,0.6,,
83718.0,1.48,,
83719.0,4.7,,
83720.0,1.3,,
83721.0,1.1,,
83722.0,1.16,,
83723.0,1.2,,
83724.0,0.36,,
83725.0,4.1,,
83726.0,1.6,,
83727.0,0.91,,
83728.0,1.01,,
83729.0,1.23,,
83730.0,0.93,,
83731.0,4.2,,
83732.0,0.9,,
83733.0,1.9,,
83734.0,0.47,,
83735.0,0.5,,
83737.0,1.08,,
83738.0,4.8,,
83739.0,1.6,,
83740.0,4.7,,
83741.0,0.43,,
83742.0,1.2,,
83743.0,4.5,,
83744.0,0.7,,
83745.0,1.15,,
83746.0,2.2,,
83747.0,4.1,,
83748.0,1.58,,
83749.0,0.2,,
83750.0,1.7,,
83752.0,1.2,,
83753.0,2.0,,
83754.0,1.6,,
83755.0,0.28,,
83756.0,1.64,,
83757.0,1.8,,
83758.0,1.46,,
83759.0,0.7,,
83760.0,0.8,,
83761.0,3.8,,
83762.0,0.61,,
83763.0,1.95,,
83764.0,0.7,,
83765.0,0.62,,
83766.0,0.16,,
83768.0,0.95,,
83769.0,4.1,,
83772.0,1.09,,
83773.0,0.18,,
83774.0,2.2,,
83776.0,2.7,,
83777.0,1.62,,
83778.0,0.22,,
83779.0,0.71,,
83780.0,2.2,,
83781.0,0.53,,
83782.0,4.4,,
83783.0,1.09,,
83784.0,2.1,,
83785.0,1.17,,
83786.0,0.9,,
83788.0,3.1,,
83789.0,1.22,,
83790.0,4.6,,
83792.0,0.56,,
83793.0,0.9,,
83795.0,1.5,,
83796.0,0.01,,
83799.0,2.1,,
83800.0,4.2,,
83801.0,3.2,,
83803.0,2.04,,
83804.0,0.85,,
83805.0,1.38,,
83806.0,1.61,,
83807.0,2.0,,
83808.0,0.76,,
83809.0,4.5,,
83811.0,2.1,,
83812.0,0.8,,
83813.0,0.3,,
83814.0,2.3,,
83815.0,2.0,,
83816.0,1.24,,
83817.0,0.9,,
83819.0,3.3,,
83820.0,2.4,,
83822.0,0.22,,
83823.0,0.62,,
83824.0,1.0,,
83825.0,0.33,,
83826.0,0.71,,
83827.0,0.93,,
83828.0,2.2,,
83829.0,3.2,,
83830.0,0.58,,
83831.0,5.3,,
83833.0,2.0,,
83834.0,1.71,,
83835.0,0.43,,
83837.0,1.47,,
83838.0,4.7,,
83839.0,4.2,,
83842.0,2.02,,
83843.0,1.0,,
83844.0,4.3,,
83845.0,4.1,,
83847.0,1.23,,
83848.0,4.2,,
83849.0,0.51,,
83850.0,0.41,,
83852.0,1.9,,
83853.0,1.1,,
83854.0,0.88,,
83858.0,1.3,,
83859.0,2.49,,
83860.0,2.2,,
83861.0,0.89,,
83862.0,4.6,,
83863.0,1.8,,
83864.0,1.8,,
83866.0,1.64,,
83867.0,2.0,,
83868.0,1.94,,
83869.0,0.79,,
83870.0,2.0,,
83871.0,4.2,,
83872.0,4.2,,
83873.0,0.24,,
83874.0,2.18,,
83875.0,1.7,,
83876.0,0.53,,
83877.0,4.4,,
83878.0,2.6,,
83879.0,4.8,,
83880.0,1.7,,
83881.0,2.49,,
83883.0,1.7,,
83884.0,1.9,,
83885.0,4.5,,
83886.0,0.77,,
83887.0,0.62,,
83889.0,0.25,,
83890.0,1.9,,
83891.0,1.7,,
83892.0,0.22,,
83893.0,4.1,,
83894.0,0.21,,
83895.0,0.8,,
83896.0,0.7,,
83897.0,0.46,,
83898.0,0.7,,
83899.0,0.66,,
83901.0,1.1,,
83902.0,0.65,,
83903.0,0.6,,
83904.0,4.8,,
83905.0,4.1,,
83907.0,0.61,,
83908.0,0.83,,
83909.0,0.8,,
83910.0,0.4,,
83911.0,4.4,,
83912.0,1.6,,
83913.0,1.5,,
83914.0,1.8,,
83916.0,0.81,,
83917.0,0.65,,
83919.0,2.9,,
83921.0,0.5,,
83922.0,2.4,,
83923.0,1.9,,
83924.0,1.17,,
83926.0,0.8,,
83927.0,1.4,,
83928.0,2.02,,
83929.0,1.9,,
83930.0,1.12,,
83931.0,1.3,,
83932.0,1.0,,
83933.0,2.9,,
83934.0,1.0,,
83935.0,0.55,,
83936.0,3.2,,
83939.0,5.2,,
83940.0,1.4,,
83942.0,1.4,,
83943.0,2.5,,
83944.0,1.24,,
83945.0,2.8,,
83946.0,2.03,,
83947.0,4.1,,
83948.0,4.6,,
83949.0,1.74,,
83951.0,1.88,,
83954.0,0.85,,
83955.0,1.5,,
83957.0,1.65,,
83958.0,2.26,,
83959.0,0.7,,
83963.0,2.1,,
83964.0,0.92,,
83965.0,1.3,,
83966.0,4.8,,
83967.0,0.8,,
83968.0,0.47,,
83969.0,4.2,,
83970.0,2.6,,
83971.0,2.3,,
83972.0,0.8,,
83973.0,1.6,,
83974.0,1.0,,
83975.0,1.27,,
83976.0,1.5,,
83977.0,2.88,,
83978.0,4.5,,
83979.0,2.0,,
83981.0,2.1,,
83982.0,1.4,,
83983.0,4.5,,
83984.0,0.52,,
83985.0,1.7,,
83987.0,4.3,,
83988.0,0.24,,
83989.0,1.12,,
83990.0,0.53,,
83991.0,1.45,,
83992.0,1.73,,
83993.0,1.03,,
83994.0,0.46,,
83995.0,1.6,,
83996.0,2.3,,
83997.0,1.7,,
83998.0,4.1,,
84000.0,4.7,,
84001.0,1.3,,
84002.0,1.03,,
84003.0,1.6,,
84004.0,1.46,,
84006.0,1.33,,
84007.0,2.3,,
84008.0,0.9,,
84009.0,0.7,,
84010.0,0.07,,
84011.0,2.6,,
84012.0,2.1,,
84013.0,2.5,,
84014.0,2.4,,
84015.0,1.6,,
84017.0,0.91,,
84018.0,1.7,,
84019.0,0.9,,
84020.0,4.5,,
84021.0,0.6,,
84022.0,1.6,,
84023.0,0.7,,
84024.0,4.5,,
84025.0,2.04,,
84026.0,4.5,,
84027.0,1.44,,
84028.0,1.62,,
84029.0,1.5,,
84030.0,4.5,,
84031.0,2.6,,
84032.0,1.47,,
84033.0,2.8,,
84034.0,1.9,,
84035.0,4.1,,
84036.0,1.5,,
84037.0,2.1,,
84039.0,2.4,,
84040.0,1.45,,
84042.0,0.88,,
84043.0,1.27,,
84044.0,3.0,,
84045.0,1.5,,
84046.0,0.73,,
84047.0,1.5,,
84049.0,1.1,,
84052.0,1.2,,
84053.0,0.7,,
84054.0,1.64,,
84055.0,0.2,,
84056.0,3.1,,
84057.0,1.11,,
84058.0,5.3,,
84060.0,0.45,,
84061.0,1.4,,
84062.0,2.2,,
84063.0,0.5,,
84064.0,0.9,,
84066.0,3.8,,
84067.0,4.5,,
84069.0,5.1,,
84070.0,1.17,,
84071.0,4.5,,
84072.0,1.9,,
84073.0,4.5,,
84074.0,0.2,,
84076.0,0.41,,
84077.0,1.52,,
84078.0,2.5,,
84079.0,0.87,,
84080.0,0.6,,
84081.0,3.4,,
84082.0,3.6,,
84083.0,0.41,,
84084.0,1.3,,
84085.0,1.14,,
84087.0,0.9,,
84088.0,4.3,,
84089.0,0.9,,
84090.0,1.2,,
84091.0,0.2,,
84092.0,0.96,,
84093.0,2.13,,
84094.0,1.89,,
84095.0,1.4,,
84096.0,0.1,,
84097.0,0.53,,
84098.0,2.28,,
84100.0,1.3,,
84101.0,4.2,,
84102.0,4.3,,
84104.0,1.1,,
84105.0,0.5,,
84106.0,1.1,,
84108.0,4.6,,
84111.0,4.3,,
84114.0,4.0,,
84115.0,1.0,,
84117.0,3.3,,
84118.0,2.2,,
84119.0,1.65,,
84120.0,0.8,,
84121.0,0.69,,
84122.0,0.43,,
84123.0,0.32,,
84124.0,1.6,,
84126.0,0.9,,
84127.0,0.6,,
84128.0,2.5,,
84129.0,2.29,,
84130.0,1.6,,
84133.0,0.4,,
84134.0,4.8,,
84135.0,0.94,,
84137.0,1.6,,
84138.0,0.8,,
84140.0,0.9,,
84141.0,1.2,,
84142.0,3.3,,
84143.0,0.37,,
84144.0,0.5,,
84146.0,0.81,,
84148.0,0.6,,
84149.0,1.3,,
84150.0,2.0,,
84151.0,3.9,,
84152.0,3.2,,
84153.0,0.52,,
84154.0,2.9,,
84155.0,4.0,,
84156.0,5.5,,
84157.0,4.0,,
84158.0,4.4,,
84159.0,1.1,,
84160.0,0.7,,
84161.0,0.9,,
84162.0,0.9,,
84163.0,1.1,,
84165.0,1.2,,
84166.0,0.6,,
84167.0,4.3,,
84168.0,0.1,,
84169.0,3.2,,
84171.0,4.6,,
84172.0,0.1,,
84173.0,2.1,,
84174.0,1.9,,
84175.0,3.3,,
84176.0,2.0,,
84177.0,2.5,,
84178.0,0.2,,
84179.0,3.9,,
84180.0,4.5,,
84181.0,0.5,,
84182.0,4.1,,
84183.0,1.32,,
84185.0,2.0,,
84187.0,3.4,,
84188.0,4.5,,
84189.0,0.7,,
84191.0,2.2,,
84192.0,3.2,,
84193.0,0.22,,
84194.0,0.29,,
84195.0,0.81,,
84196.0,0.6,,
84197.0,1.01,,
84198.0,4.8,,
84199.0,0.88,,
84200.0,4.5,,
84201.0,1.4,,
84202.0,5.4,,
84204.0,1.5,,
84205.0,1.3,,
84206.0,0.5,,
84207.0,2.8,,
84208.0,1.2,,
84209.0,1.5,,
84211.0,2.0,,
84213.0,2.5,,
84214.0,4.1,,
84215.0,4.1,,
84217.0,4.1,,
84219.0,1.47,,
84220.0,2.8,,
84221.0,0.9,,
84222.0,0.7,,
84223.0,4.5,,
84224.0,1.87,,
84226.0,1.54,,
84227.0,0.1,,
84229.0,0.3,,
84230.0,3.9,,
84231.0,0.41,,
84232.0,2.5,,
84233.0,1.5,,
84234.0,1.9,,
84236.0,1.21,,
84238.0,1.6,,
84239.0,4.4,,
84240.0,0.98,,
84241.0,1.17,,
84242.0,0.5,,
84245.0,2.9,,
84246.0,2.07,,
84247.0,2.5,,
84248.0,0.98,,
84249.0,0.8,,
84250.0,3.2,,
84252.0,0.5,,
84253.0,4.7,,
84255.0,1.2,,
84256.0,0.79,,
84258.0,1.3,,
84259.0,0.3,,
84260.0,2.1,,
84261.0,0.45,,
84262.0,4.6,,
84263.0,0.7,,
84264.0,1.9,,
84265.0,4.1,,
84266.0,2.9,,
84267.0,3.1,,
84268.0,1.8,,
84269.0,0.9,,
84270.0,0.9,,
84271.0,0.6,,
84272.0,1.8,,
84273.0,0.68,,
84274.0,3.05,,
84275.0,2.33,,
84276.0,4.4,,
84277.0,2.2,,
84278.0,4.1,,
84279.0,4.1,,
84281.0,4.6,,
84282.0,1.3,,
84283.0,3.1,,
84284.0,3.2,,
84285.0,4.4,,
84287.0,2.44,,
84289.0,2.5,,
84290.0,0.25,,
84291.0,2.6,,
84292.0,1.53,,
84294.0,0.3,,
84295.0,0.4,,
84296.0,0.6,,
84297.0,0.6,,
84298.0,0.2,,
84299.0,1.4,,
84300.0,0.2,,
84301.0,3.3,,
84302.0,1.2,,
84303.0,1.3,,
84304.0,0.68,,
84305.0,0.8,,
84306.0,0.3,,
84307.0,0.8,,
84308.0,1.68,,
84309.0,1.5,,
84310.0,1.7,,
84311.0,1.47,,
84312.0,0.91,,
84313.0,0.91,,
84315.0,2.6,,
84316.0,4.2,,
84317.0,1.4,,
84318.0,1.8,,
84319.0,4.4,,
84320.0,0.7,,
84321.0,0.7,,
84322.0,1.12,,
84323.0,0.7,,
84324.0,0.97,,
84325.0,1.8,,
84326.0,1.1,,
84327.0,4.6,,
84328.0,0.1,,
84332.0,0.1,,
84333.0,0.8,,
84335.0,0.8,,
84336.0,0.1,,
84337.0,4.3,,
84339.0,0.79,,
84340.0,0.1,,
84341.0,0.71,,
84342.0,2.4,,
84343.0,2.5,,
84344.0,2.1,,
84346.0,1.3,,
84347.0,0.52,,
84348.0,0.88,,
84349.0,0.1,,
84350.0,1.4,,
84351.0,1.79,,
84352.0,0.8,,
84353.0,0.1,,
84354.0,4.6,,
84355.0,5.0,,
84356.0,2.5,,
84357.0,1.35,,
84358.0,1.85,,
84359.0,4.1,,
84360.0,0.7,,
84361.0,1.1,,
84362.0,1.8,,
84363.0,0.8,,
84364.0,4.0,,
84365.0,4.3,,
84366.0,2.0,,
84367.0,0.84,,
84368.0,0.0,,
84369.0,1.18,,
84371.0,1.04,,
84372.0,0.32,,
84373.0,4.5,,
84374.0,1.93,,
84375.0,4.3,,
84376.0,0.78,,
84377.0,0.1,,
84378.0,0.75,,
84379.0,1.9,,
84380.0,0.9,,
84381.0,4.3,,
84382.0,1.74,,
84383.0,1.6,,
84384.0,1.59,,
84385.0,0.14,,
84386.0,0.81,,
84387.0,0.5,,
84389.0,3.2,,
84390.0,0.4,,
84391.0,4.3,,
84392.0,2.28,,
84393.0,0.5,,
84394.0,1.39,,
84395.0,2.9,,
84396.0,1.26,,
84397.0,1.13,,
84398.0,1.93,,
84399.0,0.49,,
84400.0,0.2,,
84401.0,0.63,,
84402.0,1.8,,
84403.0,1.9,,
84404.0,2.0,,
84405.0,2.0,,
84406.0,1.2,,
84408.0,0.1,,
84411.0,2.5,,
84413.0,4.0,,
84414.0,1.5,,
84417.0,4.3,,
84418.0,2.05,,
84419.0,0.1,,
84420.0,4.6,,
84421.0,6.7,,
84422.0,0.9,,
84423.0,5.4,,
84426.0,1.8,,
84427.0,2.2,,
84429.0,4.5,,
84430.0,2.6,,
84431.0,0.75,,
84432.0,1.13,,
84433.0,1.22,,
84434.0,2.1,,
84435.0,1.58,,
84436.0,1.1,,
84437.0,1.01,,
84438.0,4.5,,
84439.0,0.9,,
84440.0,4.6,,
84441.0,2.3,,
84442.0,2.7,,
84444.0,2.1,,
84445.0,4.3,,
84446.0,1.92,,
84448.0,0.5,,
84449.0,0.5,,
84450.0,4.3,,
84451.0,0.9,,
84452.0,0.89,,
84453.0,1.81,,
84454.0,4.1,,
84455.0,1.0,,
84457.0,0.4,,
84458.0,0.7,,
84459.0,1.5,,
84460.0,0.56,,
84461.0,1.3,,
84462.0,2.1,,
84463.0,4.2,,
84464.0,3.0,,
84465.0,1.0,,
84466.0,4.4,,
84467.0,1.59,,
84468.0,1.9,,
84469.0,1.4,,
84471.0,1.2,,
84472.0,2.8,,
84473.0,5.0,,
84474.0,0.21,,
84475.0,0.0,,
84476.0,0.0,,
84477.0,1.5,,
84478.0,1.8,,
84479.0,1.2,,
84480.0,4.4,,
84481.0,0.59,,
84482.0,0.1,,
84483.0,4.1,,
84485.0,1.4,,
84486.0,0.82,,
84488.0,0.69,,
84490.0,4.1,,
84493.0,3.4,,
84494.0,0.88,,
84495.0,1.1,,
84496.0,1.2,,
84497.0,4.3,,
84498.0,0.9,,
84499.0,4.4,,
84500.0,0.8,,
84502.0,1.3,,
84503.0,4.0,,
84505.0,1.6,,
84506.0,0.4,,
84507.0,0.8,,
84508.0,3.2,,
84509.0,0.5,,
84510.0,0.7,,
84511.0,1.1,,
84512.0,1.0,,
84514.0,1.34,,
84515.0,3.9,,
84517.0,0.8,,
84519.0,4.7,,
84520.0,1.17,,
84521.0,1.8,,
84522.0,4.2,,
84523.0,1.0,,
84525.0,2.1,,
84526.0,1.6,,
84527.0,2.0,,
84529.0,0.3,,
84530.0,4.1,,
84531.0,0.4,,
84532.0,1.5,,
84533.0,1.0,,
84534.0,3.0,,
84535.0,1.4,,
84536.0,5.1,,
84537.0,2.2,,
84538.0,0.9,,
84539.0,0.61,,
84542.0,4.2,,
84543.0,3.0,,
84544.0,2.8,,
84545.0,0.4,,
84546.0,1.7,,
84547.0,0.9,,
84548.0,2.6,,
84549.0,0.9,,
84550.0,0.56,,
84551.0,2.7,,
84552.0,0.1,,
84553.0,4.7,,
84554.0,3.2,,
84555.0,1.47,,
84556.0,1.3,,
84557.0,3.7,,
84559.0,2.3,,
84560.0,0.1,,
84561.0,1.09,,
84562.0,0.8,,
84563.0,1.21,,
84565.0,1.8,,
84566.0,0.84,,
84567.0,1.6,,
84568.0,0.7,,
84569.0,0.6,,
84572.0,1.47,,
84573.0,0.0,,
84574.0,1.2,,
84575.0,2.15,,
84576.0,5.2,,
84577.0,0.9,,
84578.0,1.4,,
84579.0,1.8,,
84580.0,1.7,,
84581.0,2.3,,
84582.0,0.11,,
84583.0,1.6,,
84584.0,1.41,,
84585.0,1.5,,
84586.0,0.6,,
84587.0,0.9,,
84588.0,1.6,,
84589.0,0.7,,
84590.0,1.02,,
84591.0,0.9,,
84592.0,4.6,,
84593.0,1.9,,
84594.0,0.68,,
84595.0,4.4,,
84596.0,5.1,,
84597.0,1.9,,
84598.0,1.3,,
84599.0,1.95,,
84600.0,2.14,,
84601.0,0.8,,
84602.0,1.3,,
84603.0,1.01,,
84604.0,1.28,,
84605.0,1.4,,
84606.0,0.6,,
84607.0,1.47,,
84608.0,4.3,,
84609.0,2.01,,
84610.0,0.21,,
84611.0,1.44,,
84612.0,2.0,,
84613.0,4.3,,
84614.0,0.6,,
84615.0,1.7,,
84616.0,2.21,,
84617.0,1.8,,
84618.0,2.9,,
84619.0,2.2,,
84620.0,1.9,,
84621.0,2.44,,
84622.0,4.0,,
84623.0,4.6,,
84624.0,4.1,,
84625.0,1.6,,
84626.0,3.1,,
84628.0,0.9,,
84629.0,0.99,,
84631.0,1.3,,
84632.0,0.9,,
84634.0,1.0,,
84635.0,2.2,,
84636.0,1.45,,
84637.0,1.07,,
84638.0,1.4,,
84640.0,2.9,,
84642.0,4.4,,
84643.0,3.2,,
84644.0,0.3,,
84645.0,0.5,,
84646.0,2.4,,
84647.0,4.3,,
84648.0,0.29,,
84649.0,0.45,,
84650.0,0.6,,
84651.0,5.3,,
84652.0,2.1,,
84654.0,0.5,,
84655.0,0.1,,
84656.0,0.1,,
84657.0,0.1,,
84658.0,0.9,,
84659.0,0.92,,
84660.0,3.0,,
84661.0,0.8,,
84663.0,1.4,,
84665.0,2.1,,
84666.0,2.3,,
84667.0,1.3,,
84668.0,1.3,,
84669.0,2.6,,
84670.0,1.0,,
84671.0,0.5,,
84672.0,0.2,,
84673.0,0.68,,
84674.0,1.9,,
84675.0,4.3,,
84676.0,1.94,,
84677.0,2.4,,
84678.0,2.51,,
84679.0,4.3,,
84680.0,0.6,,
84681.0,1.6,,
84682.0,0.98,,
84683.0,3.1,,
84684.0,4.7,,
84685.0,2.0,,
84686.0,1.9,,
84687.0,4.0,,
84688.0,1.12,,
84689.0,0.78,,
84690.0,0.15,,
84691.0,0.44,,
84692.0,2.5,,
84693.0,1.7,,
84694.0,1.1,,
84696.0,1.6,,
84699.0,4.5,,
84701.0,1.32,,
84702.0,0.68,,
84703.0,0.93,,
84704.0,4.5,,
84705.0,2.1,,
84706.0,3.3,,
84707.0,4.5,,
84708.0,0.8,,
84709.0,0.6,,
84710.0,4.4,,
84711.0,1.79,,
84712.0,2.0,,
84713.0,0.81,,
84714.0,3.0,,
84715.0,3.9,,
84716.0,1.4,,
84717.0,0.2,,
84718.0,1.1,,
84719.0,0.84,,
84720.0,0.24,,
84721.0,0.4,,
84722.0,0.48,,
84723.0,0.73,,
84724.0,4.0,,
84725.0,0.6,,
84726.0,0.7,,
84727.0,1.05,,
84728.0,1.61,,
84729.0,1.37,,
84731.0,1.68,,
84732.0,0.47,,
84733.0,1.8,,
84734.0,1.8,,
84735.0,0.72,,
84736.0,0.9,,
84737.0,0.67,,
84738.0,0.89,,
84739.0,1.0,,
84740.0,0.0,,
84741.0,1.7,,
84742.0,1.1,,
84743.0,1.3,,
84744.0,0.9,,
84745.0,0.8,,
84747.0,2.7,,
84748.0,1.03,,
84749.0,1.2,,
84751.0,1.02,,
84752.0,0.47,,
84754.0,4.3,,
84755.0,0.2,,
84757.0,0.51,,
84758.0,1.8,,
84759.0,2.2,,
84760.0,4.6,,
84761.0,0.27,,
84762.0,1.2,,
84764.0,1.2,,
84765.0,1.5,,
84766.0,2.1,,
84767.0,0.0,,
84769.0,1.6,,
84770.0,0.86,,
84771.0,1.4,,
84772.0,0.9,,
84773.0,1.6,,
84774.0,1.7,,
84775.0,1.5,,
84776.0,1.92,,
84777.0,0.5,,
84778.0,1.5,,
84779.0,0.7,,
84780.0,2.67,,
84782.0,0.1,,
84783.0,1.2,,
84786.0,1.79,,
84787.0,0.8,,
84788.0,1.6,,
84790.0,0.45,,
84791.0,1.0,,
84792.0,2.0,,
84793.0,5.5,,
84795.0,0.7,,
84796.0,0.7,,
84797.0,2.2,,
84799.0,1.2,,
84800.0,0.8,,
84801.0,1.26,,
84802.0,1.2,,
