,mag,effectif,Pays_Cotier
22317.0,2.0,,
22318.0,1.3,,
22319.0,0.4,,
22320.0,1.15,,
22321.0,2.6,,
22322.0,1.0,,
22323.0,4.7,,
22324.0,4.1,,
22325.0,5.1,,
22326.0,4.0,,
22328.0,5.8,,
22329.0,1.2,,
22330.0,4.2,,
22331.0,0.45,,
22332.0,3.2,,
22333.0,3.1,,
22334.0,4.5,,
22335.0,0.71,,
22336.0,1.58,,
22337.0,1.5,,
22338.0,1.9,,
22339.0,0.9,,
22340.0,0.82,,
22341.0,4.3,,
22342.0,1.7,,
22343.0,0.5,,
22344.0,0.79,,
22345.0,1.0,,
22346.0,4.5,,
22347.0,0.4,,
22348.0,4.4,,
22349.0,4.7,,
22350.0,1.4,,
22351.0,1.3,,
22352.0,4.7,,
22353.0,0.5,,
22354.0,2.2,,
22355.0,3.6,,
22356.0,2.1,,
22357.0,1.1,,
22358.0,0.9,,
22359.0,2.1,,
22360.0,2.6,,
22361.0,0.4,,
22362.0,2.1,,
22363.0,0.9,,
22364.0,4.7,,
22365.0,0.7,,
22366.0,1.6,,
22367.0,1.2,,
22368.0,2.2,,
22369.0,4.6,,
22370.0,2.1,,
22371.0,0.6,,
22372.0,1.6,,
22375.0,1.1,,
22376.0,1.36,,
22377.0,1.4,,
22378.0,2.9,,
22379.0,2.48,,
22381.0,1.2,,
22382.0,4.4,,
22383.0,1.4,,
22384.0,4.3,,
22385.0,0.6,,
22386.0,4.6,,
22387.0,4.6,,
22389.0,0.3,,
22391.0,4.3,,
22392.0,0.4,,
22393.0,0.61,,
22395.0,1.8,,
22396.0,0.8,,
22397.0,1.7,,
22398.0,5.0,,
22399.0,1.7,,
22400.0,1.0,,
22401.0,0.27,,
22402.0,1.2,,
22403.0,0.4,,
22404.0,4.9,,
22405.0,0.8,,
22406.0,2.7,,
22407.0,4.8,,
22408.0,1.0,,
22409.0,1.0,,
22410.0,4.5,,
22411.0,0.7,,
22412.0,1.1,,
22414.0,4.2,,
22415.0,1.3,,
22416.0,0.6,,
22417.0,1.5,,
22420.0,1.5,,
22421.0,2.43,,
22422.0,1.6,,
22423.0,0.2,,
22424.0,1.3,,
22425.0,1.2,,
22426.0,1.5,,
22427.0,4.5,,
22428.0,0.2,,
22429.0,4.7,,
22430.0,1.08,,
22431.0,0.5,,
22434.0,1.8,,
22435.0,4.4,,
22436.0,1.1,,
22437.0,1.4,,
22438.0,2.8,,
22439.0,2.4,,
22440.0,1.3,,
22442.0,0.58,,
22443.0,0.74,,
22444.0,1.2,,
22445.0,4.6,,
22446.0,2.2,,
22447.0,4.2,,
22448.0,2.2,,
22449.0,0.69,,
22450.0,4.4,,
22451.0,2.3,,
22452.0,4.4,,
22453.0,0.2,,
22454.0,2.2,,
22455.0,1.2,,
22456.0,1.2,,
22457.0,2.7,,
22458.0,0.49,,
22459.0,4.2,,
22460.0,1.6,,
22462.0,1.38,,
22463.0,0.2,,
22464.0,0.9,,
22465.0,0.9,,
22466.0,1.24,,
22467.0,4.7,,
22468.0,1.5,,
22469.0,1.3,,
22470.0,0.4,,
22471.0,0.6,,
22472.0,4.6,,
22473.0,4.1,,
22474.0,1.0,,
22475.0,4.7,,
22476.0,1.3,,
22477.0,0.64,,
22478.0,1.1,,
22479.0,2.2,,
22480.0,0.3,,
22481.0,1.4,,
22482.0,0.6,,
22483.0,1.25,,
22484.0,1.1,,
22485.0,4.2,,
22486.0,1.8,,
22487.0,1.2,,
22488.0,2.6,,
22489.0,0.89,,
22490.0,1.18,,
22491.0,0.9,,
22492.0,1.1,,
22493.0,1.5,,
22494.0,0.3,,
22495.0,0.8,,
22497.0,3.2,,
22498.0,1.8,,
22500.0,1.5,,
22501.0,0.6,,
22502.0,0.9,,
22503.0,1.16,,
22504.0,2.4,,
22505.0,2.9,,
22506.0,0.5,,
22507.0,2.6,,
22508.0,1.4,,
22509.0,2.8,,
22510.0,1.9,,
22511.0,2.7,,
22512.0,0.4,,
22513.0,2.39,,
22514.0,4.1,,
22515.0,0.6,,
22516.0,1.4,,
22517.0,5.0,,
22518.0,1.9,,
22519.0,1.6,,
22520.0,4.6,,
22521.0,0.46,,
22522.0,0.5,,
22523.0,1.7,,
22524.0,1.4,,
22525.0,0.8,,
22526.0,1.1,,
22527.0,1.3,,
22529.0,1.49,,
22530.0,1.03,,
22531.0,1.16,,
22532.0,1.0,,
22533.0,2.3,,
22534.0,4.5,,
22535.0,1.5,,
22536.0,1.06,,
22539.0,4.7,,
22540.0,2.3,,
22541.0,4.7,,
22542.0,1.2,,
22543.0,0.7,,
22544.0,0.9,,
22545.0,1.7,,
22546.0,1.09,,
22547.0,2.2,,
22548.0,1.49,,
22549.0,4.2,,
22550.0,0.71,,
22551.0,0.76,,
22552.0,0.8,,
22553.0,1.5,,
22554.0,1.4,,
22555.0,2.8,,
22558.0,1.1,,
22559.0,1.2,,
22560.0,0.5,,
22561.0,1.9,,
22562.0,2.0,,
22563.0,0.8,,
22564.0,1.0,,
22565.0,1.16,,
22566.0,1.13,,
22567.0,1.15,,
22568.0,2.7,,
22569.0,0.4,,
22570.0,1.2,,
22571.0,0.6,,
22573.0,0.8,,
22574.0,4.7,,
22575.0,0.52,,
22576.0,1.44,,
22577.0,4.4,,
22578.0,0.9,,
22579.0,1.6,,
22580.0,1.5,,
22581.0,1.3,,
22582.0,2.3,,
22583.0,0.8,,
22584.0,0.8,,
22586.0,3.1,,
22587.0,1.8,,
22588.0,1.8,,
22589.0,1.3,,
22591.0,1.83,,
22592.0,1.1,,
22593.0,2.8,,
22594.0,4.6,,
22595.0,3.1,,
22596.0,0.1,,
22597.0,1.2,,
22598.0,1.3,,
22599.0,4.6,,
22600.0,1.5,,
22601.0,0.9,,
22602.0,1.4,,
22603.0,0.9,,
22604.0,1.11,,
22605.0,1.0,,
22606.0,1.1,,
22608.0,1.4,,
22609.0,1.6,,
22610.0,1.74,,
22611.0,1.7,,
22612.0,1.3,,
22613.0,1.3,,
22615.0,0.8,,
22616.0,0.7,,
22617.0,1.6,,
22618.0,0.5,,
22619.0,1.2,,
22620.0,0.84,,
22621.0,1.53,,
22622.0,0.2,,
22624.0,2.5,,
22625.0,0.8,,
22626.0,0.8,,
22627.0,4.4,,
22628.0,0.8,,
22629.0,0.7,,
22630.0,1.4,,
22631.0,4.2,,
22632.0,1.6,,
22633.0,0.21,,
22634.0,1.11,,
22635.0,0.47,,
22636.0,0.29,,
22637.0,4.8,,
22638.0,1.8,,
22639.0,2.0,,
22641.0,1.8,,
22642.0,0.7,,
22643.0,0.9,,
22644.0,0.9,,
22645.0,0.51,,
22646.0,0.9,,
22647.0,1.52,,
22648.0,2.3,,
22649.0,0.62,,
22650.0,4.1,,
22651.0,1.2,,
22652.0,1.1,,
22653.0,1.7,,
22654.0,1.1,,
22655.0,0.2,,
22656.0,4.0,,
22657.0,0.6,,
22658.0,1.1,,
22659.0,4.4,,
22660.0,1.7,,
22661.0,1.2,,
22663.0,2.4,,
22664.0,2.17,,
22665.0,2.0,,
22666.0,1.4,,
22667.0,1.1,,
22668.0,2.42,,
22669.0,1.02,,
22670.0,0.8,,
22671.0,0.56,,
22672.0,1.1,,
22673.0,4.4,,
22674.0,1.04,,
22675.0,2.01,,
22676.0,1.89,,
22677.0,0.6,,
22678.0,4.7,,
22679.0,1.4,,
22680.0,0.2,,
22681.0,0.6,,
22682.0,1.8,,
22683.0,1.1,,
22684.0,0.88,,
22685.0,0.39,,
22686.0,0.33,,
22687.0,0.29,,
22688.0,1.5,,
22689.0,0.6,,
22690.0,0.76,,
22691.0,0.48,,
22692.0,0.9,,
22693.0,2.4,,
22694.0,0.96,,
22695.0,0.9,,
22696.0,4.3,,
22697.0,1.3,,
22698.0,1.3,,
22699.0,2.5,,
22701.0,0.75,,
22702.0,1.0,,
22703.0,1.31,,
22704.0,1.1,,
22705.0,4.2,,
22706.0,4.0,,
22707.0,0.8,,
22708.0,1.5,,
22709.0,1.3,,
22710.0,2.62,,
22711.0,1.7,,
22712.0,1.5,,
22713.0,1.46,,
22714.0,0.9,,
22715.0,1.4,,
22716.0,2.16,,
22717.0,4.5,,
22718.0,4.5,,
22719.0,0.69,,
22720.0,1.0,,
22721.0,4.39,,
22723.0,0.35,,
22724.0,2.5,,
22725.0,5.4,,
22726.0,3.2,,
22727.0,1.6,,
22728.0,1.2,,
22729.0,2.3,,
22730.0,1.0,,
22731.0,1.03,,
22732.0,0.6,,
22733.0,4.8,,
22734.0,1.3,,
22735.0,1.5,,
22736.0,4.5,,
22737.0,2.4,,
22739.0,4.3,,
22740.0,4.1,,
22741.0,4.4,,
22742.0,0.2,,
22743.0,1.2,,
22744.0,1.6,,
22745.0,0.8,,
22746.0,4.2,,
22747.0,4.4,,
22748.0,1.9,,
22749.0,4.9,,
22750.0,1.4,,
22751.0,1.3,,
22752.0,1.2,,
22753.0,0.2,,
22754.0,1.7,,
22755.0,1.7,,
22756.0,0.9,,
22757.0,0.86,,
22758.0,1.5,,
22759.0,0.69,,
22760.0,1.6,,
22761.0,2.85,,
22762.0,0.5,,
22763.0,1.5,,
22764.0,1.2,,
22765.0,0.6,,
22766.0,2.3,,
22767.0,0.8,,
22768.0,2.5,,
22769.0,0.7,,
22770.0,1.93,,
22771.0,4.1,,
22772.0,0.95,,
22773.0,1.2,,
22774.0,5.0,,
22775.0,0.5,,
22776.0,1.1,,
22777.0,4.7,,
22778.0,0.6,,
22779.0,0.7,,
22780.0,0.2,,
22781.0,5.2,,
22782.0,4.5,,
22783.0,2.1,,
22784.0,2.9,,
22785.0,1.8,,
22786.0,2.9,,
22788.0,0.42,,
22789.0,4.5,,
22790.0,4.3,,
22791.0,0.5,,
22792.0,2.0,,
22793.0,2.2,,
22794.0,1.9,,
22795.0,4.3,,
22796.0,1.5,,
22797.0,1.8,,
22798.0,0.9,,
22799.0,2.0,,
22800.0,0.7,,
22801.0,1.5,,
22803.0,4.5,,
22804.0,2.0,,
22806.0,4.8,,
22807.0,1.0,,
22808.0,1.4,,
22809.0,0.4,,
22810.0,0.6,,
22812.0,1.6,,
22813.0,1.4,,
22814.0,4.1,,
22815.0,0.9,,
22816.0,4.0,,
22817.0,4.1,,
22818.0,1.6,,
22819.0,0.9,,
22820.0,2.83,,
22821.0,4.5,,
22822.0,0.74,,
22823.0,1.6,,
22824.0,4.0,,
22825.0,1.5,,
22826.0,4.1,,
22827.0,4.0,,
22828.0,0.6,,
22829.0,1.23,,
22830.0,0.9,,
22831.0,4.1,,
22832.0,4.8,,
22833.0,4.7,,
22834.0,4.4,,
22835.0,1.4,,
22836.0,3.0,,
22837.0,5.1,,
22838.0,0.8,,
22839.0,4.6,,
22840.0,1.5,,
22841.0,5.1,,
22842.0,5.0,,
22843.0,6.4,,
22844.0,4.4,,
22845.0,4.3,,
22846.0,0.11,,
22847.0,0.3,,
22848.0,1.3,,
22849.0,0.8,,
22850.0,4.8,,
22851.0,0.7,,
22852.0,1.1,,
22853.0,0.79,,
22856.0,4.0,,
22857.0,1.4,,
22859.0,0.9,,
22860.0,4.1,,
22861.0,0.5,,
22862.0,4.6,,
22863.0,1.78,,
22864.0,0.9,,
22865.0,0.8,,
22866.0,1.5,,
22867.0,4.1,,
22868.0,1.3,,
22869.0,0.4,,
22870.0,0.1,,
22871.0,4.2,,
22872.0,1.4,,
22873.0,4.4,,
22874.0,4.5,,
22875.0,3.9,,
22876.0,1.0,,
22877.0,0.2,,
22878.0,1.07,,
22879.0,0.7,,
22880.0,4.6,,
22881.0,0.34,,
22882.0,0.4,,
22883.0,4.7,,
22884.0,1.5,,
22886.0,1.9,,
22887.0,1.7,,
22888.0,3.4,,
22889.0,0.87,,
22890.0,4.2,,
22891.0,2.1,,
22892.0,2.1,,
22893.0,4.5,,
22894.0,0.6,,
22895.0,0.6,,
22896.0,1.5,,
22897.0,5.2,,
22898.0,4.0,,
22899.0,1.8,,
22900.0,0.1,,
22902.0,0.8,,
22903.0,4.2,,
22904.0,2.5,,
22905.0,0.8,,
22906.0,1.85,,
22908.0,1.0,,
22910.0,4.2,,
22911.0,1.6,,
22912.0,4.9,,
22913.0,1.5,,
22914.0,1.4,,
22915.0,2.6,,
22916.0,1.2,,
22917.0,5.1,,
22918.0,2.4,,
22919.0,0.61,,
22920.0,1.0,,
22921.0,0.79,,
22922.0,4.4,,
22923.0,4.0,,
22924.0,4.3,,
22925.0,1.5,,
22926.0,1.1,,
22927.0,0.5,,
22928.0,4.5,,
22929.0,1.1,,
22930.0,0.9,,
22931.0,0.4,,
22932.0,4.8,,
22933.0,0.4,,
22934.0,0.9,,
22936.0,3.5,,
22937.0,4.7,,
22938.0,2.6,,
22939.0,4.9,,
22940.0,0.4,,
22941.0,1.87,,
22942.0,0.5,,
22943.0,0.6,,
22944.0,1.2,,
22945.0,4.1,,
22946.0,2.4,,
22947.0,4.1,,
22948.0,4.6,,
22949.0,0.28,,
22950.0,4.4,,
22951.0,1.2,,
22952.0,3.47,,
22953.0,4.1,,
22954.0,1.6,,
22955.0,4.5,,
22956.0,4.6,,
22957.0,4.8,,
22958.0,2.6,,
22959.0,4.7,,
22960.0,4.1,,
22961.0,0.9,,
22962.0,0.8,,
22963.0,4.5,,
22964.0,4.9,,
22965.0,5.0,,
22966.0,4.5,,
22967.0,1.4,,
22968.0,6.7,,
22969.0,4.6,,
22970.0,0.7,,
22972.0,0.65,,
22973.0,2.8,,
22974.0,0.4,,
22975.0,1.2,,
22976.0,2.13,,
22977.0,0.1,,
22978.0,0.92,,
22979.0,0.75,,
22980.0,0.2,,
22981.0,0.6,,
22982.0,0.14,,
22983.0,4.2,,
22984.0,1.2,,
22985.0,1.5,,
22986.0,2.26,,
22987.0,0.3,,
22988.0,1.07,,
22989.0,0.4,,
22990.0,0.8,,
22991.0,1.0,,
22992.0,0.6,,
22993.0,2.0,,
22995.0,1.9,,
22996.0,1.3,,
22997.0,0.6,,
22999.0,2.5,,
23001.0,1.6,,
23002.0,4.3,,
23004.0,1.2,,
23005.0,0.9,,
23006.0,0.2,,
23007.0,2.0,,
23009.0,0.8,,
23010.0,1.84,,
23011.0,4.6,,
23012.0,1.4,,
23013.0,0.8,,
23014.0,4.2,,
23015.0,1.6,,
23017.0,1.0,,
23019.0,1.4,,
23020.0,0.7,,
23021.0,0.3,,
23022.0,1.19,,
23023.0,0.66,,
23024.0,1.0,,
23025.0,4.3,,
23026.0,1.13,,
23027.0,4.2,,
23028.0,2.9,,
23030.0,1.02,,
23031.0,1.3,,
23032.0,4.6,,
23033.0,0.9,,
23034.0,1.7,,
23035.0,0.4,,
23036.0,4.5,,
23037.0,2.4,,
23038.0,0.8,,
23040.0,0.6,,
23041.0,0.22,,
23042.0,4.9,,
23043.0,0.9,,
23044.0,0.8,,
23045.0,1.51,,
23046.0,0.5,,
23047.0,0.2,,
23048.0,4.5,,
23049.0,0.8,,
23050.0,4.5,,
23052.0,1.7,,
23054.0,1.1,,
23055.0,4.7,,
23056.0,4.5,,
23057.0,1.5,,
23058.0,1.9,,
23059.0,4.5,,
23060.0,4.4,,
23061.0,4.3,,
23062.0,2.2,,
23063.0,2.0,,
23064.0,1.2,,
23065.0,4.1,,
23066.0,0.9,,
23067.0,0.4,,
23068.0,0.2,,
23069.0,1.0,,
23070.0,1.3,,
23071.0,0.9,,
23072.0,1.1,,
23074.0,0.67,,
23075.0,1.3,,
23076.0,0.7,,
23077.0,1.8,,
23078.0,4.8,,
23079.0,1.7,,
23080.0,1.0,,
23081.0,0.3,,
23082.0,0.9,,
23083.0,0.85,,
23084.0,1.9,,
23085.0,0.69,,
23086.0,1.2,,
23087.0,4.6,,
23088.0,2.0,,
23089.0,4.1,,
23090.0,1.14,,
23091.0,0.7,,
23092.0,1.6,,
23093.0,0.27,,
23095.0,0.75,,
23096.0,1.8,,
23097.0,2.5,,
23098.0,0.3,,
23099.0,2.3,,
23100.0,0.87,,
23101.0,0.3,,
23102.0,1.4,,
23103.0,1.8,,
23104.0,4.0,,
23106.0,0.8,,
23108.0,4.1,,
23109.0,1.1,,
23110.0,1.4,,
23111.0,2.1,,
23112.0,2.1,,
23113.0,0.91,,
23114.0,1.2,,
23115.0,1.0,,
23116.0,0.8,,
23117.0,1.3,,
23119.0,1.8,,
23120.0,2.0,,
23121.0,1.69,,
23122.0,0.6,,
23125.0,1.4,,
23127.0,1.1,,
23128.0,1.9,,
23129.0,1.4,,
23130.0,0.8,,
23131.0,1.2,,
23133.0,1.8,,
23134.0,1.0,,
23135.0,1.04,,
23136.0,4.8,,
23137.0,2.7,,
23139.0,3.3,,
23140.0,0.6,,
23141.0,0.9,,
23142.0,1.2,,
23143.0,1.9,,
23144.0,0.9,,
23145.0,2.0,,
23146.0,0.8,,
23147.0,3.1,,
23148.0,1.1,,
23150.0,1.2,,
23151.0,1.57,,
23152.0,2.1,,
23153.0,1.62,,
23154.0,4.0,,
23155.0,1.5,,
23156.0,0.9,,
23157.0,1.69,,
23159.0,0.7,,
23161.0,0.9,,
23162.0,1.6,,
23163.0,0.76,,
23165.0,1.4,,
23166.0,1.3,,
23167.0,4.1,,
23169.0,1.1,,
23170.0,1.9,,
23171.0,0.5,,
23172.0,4.0,,
23173.0,0.7,,
23174.0,0.9,,
23175.0,1.0,,
23176.0,1.0,,
23177.0,0.6,,
23178.0,1.2,,
23179.0,1.2,,
23180.0,2.4,,
23181.0,0.08,,
23182.0,1.0,,
23183.0,5.0,,
23185.0,0.6,,
23187.0,1.4,,
23188.0,0.3,,
23189.0,0.6,,
23190.0,1.04,,
23192.0,4.3,,
23193.0,0.46,,
23194.0,4.6,,
23195.0,4.8,,
23196.0,3.0,,
23197.0,0.8,,
23198.0,6.3,,
23199.0,1.5,,
23200.0,2.2,,
23201.0,1.8,,
23202.0,1.4,,
23203.0,2.8,,
23204.0,4.4,,
23205.0,1.0,,
23207.0,4.2,,
23208.0,0.6,,
23209.0,1.4,,
23210.0,1.51,,
23211.0,0.5,,
23212.0,4.7,,
23214.0,1.1,,
23215.0,3.1,,
23216.0,1.4,,
23217.0,0.4,,
23218.0,0.3,,
23219.0,0.64,,
23220.0,1.1,,
23222.0,0.6,,
23223.0,1.5,,
23224.0,1.5,,
23226.0,1.3,,
23227.0,2.3,,
23228.0,2.63,,
23229.0,1.7,,
23230.0,2.12,,
23231.0,3.5,,
23232.0,1.33,,
23233.0,4.6,,
23234.0,4.6,,
23235.0,1.2,,
23236.0,4.2,,
23237.0,4.4,,
23238.0,4.7,,
23239.0,4.9,,
23240.0,2.9,,
23241.0,4.6,,
23242.0,2.7,,
23243.0,0.55,,
23244.0,1.0,,
23246.0,1.0,,
23247.0,4.3,,
23249.0,1.9,,
23250.0,2.4,,
23251.0,3.2,,
23254.0,2.5,,
23255.0,1.94,,
23257.0,1.94,,
23258.0,0.5,,
23259.0,0.77,,
23260.0,0.56,,
23261.0,0.6,,
23262.0,0.2,,
23263.0,2.04,,
23264.0,1.4,,
23265.0,4.0,,
23266.0,1.1,,
23267.0,1.13,,
23268.0,2.8,,
23269.0,1.1,,
23270.0,0.4,,
23271.0,2.0,,
23272.0,1.36,,
23273.0,1.1,,
23274.0,1.16,,
23275.0,0.6,,
23276.0,1.6,,
23277.0,1.37,,
23278.0,1.7,,
23279.0,2.7,,
23280.0,4.0,,
23283.0,1.9,,
23284.0,1.6,,
23285.0,0.6,,
23286.0,1.71,,
23287.0,1.58,,
23288.0,2.5,,
23289.0,2.6,,
23290.0,1.8,,
23291.0,1.5,,
23292.0,3.92,,
23293.0,1.7,,
23295.0,1.33,,
23297.0,1.6,,
23298.0,1.8,,
23299.0,2.2,,
23300.0,2.1,,
23301.0,5.1,,
23303.0,1.5,,
23304.0,3.1,,
23306.0,1.2,,
23308.0,1.7,,
23309.0,3.3,,
23310.0,1.86,,
23311.0,2.7,,
23312.0,1.17,,
23313.0,2.6,,
23314.0,1.4,,
23315.0,3.9,,
23316.0,0.7,,
23317.0,2.5,,
23318.0,2.8,,
23319.0,1.3,,
23320.0,2.7,,
23321.0,2.0,,
23322.0,1.3,,
23323.0,2.9,,
23324.0,1.3,,
23327.0,0.35,,
23328.0,0.3,,
23329.0,1.34,,
23331.0,1.4,,
23332.0,0.2,,
23333.0,1.1,,
23334.0,2.6,,
23335.0,0.9,,
23336.0,0.2,,
23337.0,4.2,,
23338.0,1.9,,
23339.0,0.3,,
23340.0,2.56,,
23341.0,5.4,,
23342.0,5.3,,
23343.0,2.2,,
23344.0,1.4,,
23345.0,4.2,,
23346.0,0.9,,
23347.0,1.8,,
23348.0,0.9,,
23350.0,1.6,,
23353.0,0.93,,
23354.0,4.9,,
23355.0,1.4,,
23356.0,4.8,,
23357.0,2.5,,
23358.0,5.3,,
23359.0,4.2,,
23360.0,1.2,,
23361.0,1.22,,
23362.0,1.5,,
23363.0,2.4,,
23364.0,4.7,,
23365.0,1.0,,
23366.0,4.0,,
23368.0,6.1,,
23369.0,1.09,,
23370.0,2.6,,
23371.0,2.8,,
23372.0,0.5,,
23374.0,2.4,,
23375.0,1.95,,
23376.0,2.8,,
23377.0,1.0,,
23378.0,0.16,,
23379.0,1.6,,
23380.0,4.6,,
23381.0,1.32,,
23383.0,2.9,,
23384.0,0.5,,
23385.0,0.29,,
23386.0,2.83,,
23387.0,1.5,,
23388.0,1.0,,
23389.0,4.1,,
23390.0,1.7,,
23391.0,0.5,,
23392.0,0.29,,
23393.0,1.6,,
23394.0,3.7,,
23395.0,1.16,,
23396.0,1.0,,
23397.0,1.7,,
23398.0,1.8,,
23399.0,4.8,,
23400.0,2.2,,
23401.0,0.58,,
23403.0,1.9,,
23404.0,1.0,,
23405.0,0.8,,
23406.0,1.9,,
23407.0,1.21,,
23408.0,1.6,,
23409.0,4.8,,
23410.0,0.4,,
23411.0,0.78,,
23412.0,0.08,,
23413.0,0.85,,
23414.0,4.4,,
23415.0,1.68,,
23416.0,0.6,,
23417.0,1.8,,
23419.0,1.26,,
23420.0,4.3,,
23421.0,2.5,,
23423.0,0.6,,
23424.0,0.6,,
23425.0,1.9,,
23426.0,4.2,,
23427.0,0.46,,
23429.0,1.1,,
23430.0,1.2,,
23431.0,1.41,,
23433.0,1.54,,
23434.0,1.7,,
23435.0,0.74,,
23437.0,1.8,,
23438.0,0.6,,
23439.0,1.12,,
23440.0,1.6,,
23441.0,4.1,,
23443.0,0.97,,
23444.0,2.1,,
23445.0,1.3,,
23447.0,0.15,,
23448.0,1.1,,
23449.0,4.5,,
23450.0,3.0,,
23451.0,1.1,,
23452.0,0.4,,
23453.0,2.6,,
23455.0,0.3,,
23457.0,4.2,,
23458.0,1.8,,
23459.0,2.5,,
23461.0,1.7,,
23462.0,1.1,,
23464.0,4.1,,
23465.0,1.29,,
23468.0,1.5,,
23469.0,0.85,,
23470.0,1.13,,
23471.0,1.68,,
23473.0,2.2,,
23474.0,2.9,,
23475.0,4.3,,
23478.0,1.24,,
23479.0,2.5,,
23480.0,4.3,,
23481.0,0.6,,
23483.0,4.4,,
23484.0,2.3,,
23485.0,2.03,,
23486.0,0.9,,
23487.0,4.7,,
23488.0,0.4,,
23490.0,2.4,,
23491.0,1.8,,
23492.0,0.4,,
23493.0,4.9,,
23494.0,0.97,,
23497.0,0.5,,
23498.0,1.6,,
23499.0,0.6,,
23500.0,1.7,,
23502.0,4.1,,
23503.0,4.3,,
23504.0,1.1,,
23505.0,0.9,,
23506.0,2.1,,
23507.0,2.1,,
23509.0,4.2,,
23510.0,4.9,,
23511.0,2.6,,
23513.0,2.8,,
23514.0,0.4,,
23515.0,0.6,,
23516.0,1.4,,
23517.0,3.1,,
23518.0,0.94,,
23519.0,2.5,,
23520.0,2.3,,
23522.0,1.3,,
23523.0,2.0,,
23525.0,0.47,,
23526.0,4.6,,
23527.0,1.5,,
23528.0,4.3,,
23529.0,0.3,,
23530.0,0.85,,
23532.0,1.1,,
23533.0,1.0,,
23534.0,0.97,,
23535.0,1.02,,
23536.0,0.82,,
23537.0,0.6,,
23538.0,4.6,,
23539.0,1.1,,
23542.0,0.6,,
23543.0,1.8,,
23546.0,1.5,,
23548.0,0.88,,
23549.0,1.4,,
23550.0,0.36,,
23551.0,0.74,,
23552.0,4.6,,
23555.0,1.4,,
23557.0,0.3,,
23558.0,0.4,,
23559.0,1.7,,
23560.0,2.3,,
23562.0,1.6,,
23563.0,0.4,,
23564.0,2.8,,
23565.0,2.0,,
23566.0,1.3,,
23567.0,1.47,,
23568.0,0.16,,
23569.0,1.1,,
23570.0,4.0,,
23571.0,4.9,,
23572.0,1.1,,
23573.0,4.6,,
23574.0,1.43,,
23575.0,2.7,,
23577.0,4.1,,
23579.0,0.6,,
23580.0,0.56,,
23581.0,1.2,,
23582.0,0.56,,
23583.0,0.5,,
23584.0,1.0,,
23585.0,1.7,,
23586.0,4.5,,
23587.0,1.6,,
23588.0,1.1,,
23589.0,1.6,,
23590.0,2.2,,
23591.0,1.3,,
23593.0,1.2,,
23594.0,1.2,,
23595.0,2.0,,
23596.0,0.63,,
23597.0,4.3,,
23598.0,0.4,,
23599.0,0.2,,
23600.0,2.5,,
23601.0,1.4,,
23602.0,2.7,,
23603.0,1.3,,
23604.0,1.9,,
23605.0,0.7,,
23606.0,1.7,,
23607.0,2.1,,
23608.0,5.5,,
23609.0,1.2,,
23610.0,0.9,,
23611.0,0.6,,
23612.0,1.0,,
23613.0,1.0,,
23614.0,1.9,,
23615.0,1.5,,
23616.0,2.2,,
23617.0,1.44,,
23618.0,2.7,,
23619.0,0.9,,
23620.0,2.1,,
23621.0,1.9,,
23622.0,2.6,,
23623.0,1.5,,
23624.0,1.5,,
23625.0,2.7,,
23626.0,1.6,,
23627.0,2.4,,
23628.0,0.9,,
23629.0,2.5,,
23630.0,1.4,,
23631.0,2.4,,
23632.0,0.5,,
23633.0,4.6,,
23634.0,1.6,,
23635.0,4.0,,
23636.0,0.5,,
23637.0,1.3,,
23638.0,1.66,,
23639.0,0.53,,
23640.0,2.0,,
23641.0,1.1,,
23642.0,1.8,,
23643.0,0.7,,
23644.0,1.4,,
23645.0,4.0,,
23646.0,4.5,,
23647.0,1.3,,
23648.0,2.6,,
23649.0,0.73,,
23650.0,2.7,,
23651.0,2.7,,
23652.0,0.87,,
23654.0,4.0,,
23655.0,2.3,,
23657.0,2.7,,
23658.0,1.1,,
23659.0,2.9,,
23660.0,2.7,,
23661.0,1.7,,
23662.0,2.8,,
23663.0,0.9,,
23665.0,0.4,,
23666.0,1.2,,
23667.0,2.55,,
23668.0,2.8,,
23669.0,3.2,,
23670.0,4.3,,
23671.0,1.4,,
23672.0,1.5,,
23673.0,1.8,,
23674.0,1.33,,
23675.0,1.3,,
23676.0,0.58,,
23677.0,0.39,,
23679.0,0.25,,
23681.0,1.2,,
23682.0,0.6,,
23683.0,3.1,,
23684.0,1.24,,
23685.0,2.2,,
23686.0,4.2,,
23687.0,1.03,,
23688.0,0.1,,
23689.0,0.5,,
23691.0,2.0,,
23692.0,1.2,,
23693.0,0.79,,
23694.0,1.1,,
23695.0,1.27,,
23696.0,1.75,,
23698.0,1.1,,
23699.0,2.0,,
23700.0,1.2,,
23701.0,1.1,,
23702.0,1.7,,
23704.0,2.1,,
23705.0,1.7,,
23706.0,1.8,,
23707.0,4.7,,
23708.0,4.5,,
23709.0,0.5,,
23710.0,1.0,,
23711.0,1.9,,
23712.0,0.6,,
23713.0,2.3,,
23714.0,0.53,,
23715.0,0.3,,
23716.0,1.7,,
23717.0,1.5,,
23718.0,0.5,,
23719.0,0.9,,
23720.0,0.66,,
23721.0,1.55,,
23722.0,1.0,,
23723.0,1.0,,
23724.0,0.89,,
23725.0,2.3,,
23726.0,2.0,,
23727.0,4.2,,
23728.0,1.0,,
23729.0,2.6,,
23730.0,0.5,,
23731.0,4.1,,
23732.0,1.4,,
23733.0,1.9,,
